"Ereignisdatum,""Meldungsdatum"",""Freigabedatum"",""Kanton"",""Tierart"",""Seuchenname"",""Serotyp"""
"11.10.24,""11.10.24"",""11.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"11.10.24,""11.10.24"",""11.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""11.10.24"",""11.10.24"",""VD"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"11.10.24,""14.10.24"",""14.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""14.10.24"",""14.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""15.10.24"",""15.10.24"",""GE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"11.10.24,""15.10.24"",""15.10.24"",""AR"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""15.10.24"",""15.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""15.10.24"",""15.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""15.10.24"",""15.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""16.10.24"",""16.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""16.10.24"",""16.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"11.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""15.10.24"",""15.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""15.10.24"",""15.10.24"",""BE"",""Ziege"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"12.10.24,""15.10.24"",""15.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""15.10.24"",""15.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""15.10.24"",""15.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""16.10.24"",""16.10.24"",""SO"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"12.10.24,""24.10.24"",""24.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"13.10.24,""16.10.24"",""16.10.24"",""SO"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"13.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"13.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""LU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""TI"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""14.10.24"",""14.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""14.10.24"",""14.10.24"",""SH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""15.10.24"",""15.10.24"",""AR"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""16.10.24"",""16.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""18.10.24"",""18.10.24"",""ZG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""ZG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"14.10.24,""23.10.24"",""23.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""23.10.24"",""23.10.24"",""NE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""25.10.24"",""25.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"14.10.24,""25.10.24"",""25.10.24"",""VD"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"15.10.24,""15.10.24"",""15.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""FR"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""SH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"15.10.24,""15.10.24"",""15.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""FR"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""15.10.24"",""15.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""16.10.24"",""16.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""16.10.24"",""16.10.24"",""SZ"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""16.10.24"",""16.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""16.10.24"",""16.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""16.10.24"",""16.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""17.10.24"",""17.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"15.10.24,""18.10.24"",""18.10.24"",""SH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""18.10.24"",""18.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""18.10.24"",""18.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""18.10.24"",""18.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""18.10.24"",""18.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""18.10.24"",""18.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""24.10.24"",""24.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"15.10.24,""06.11.24"",""06.11.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""SH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""JU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""SH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""16.10.24"",""16.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""SZ"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""BL"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""17.10.24"",""17.10.24"",""SO"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""18.10.24"",""18.10.24"",""TI"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""18.10.24"",""18.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""21.10.24"",""21.10.24"",""AI"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""23.10.24"",""23.10.24"",""NE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""25.10.24"",""25.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""25.10.24"",""25.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"16.10.24,""02.12.24"",""02.12.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""02.12.24"",""02.12.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""02.12.24"",""02.12.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""02.12.24"",""02.12.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"16.10.24,""02.12.24"",""02.12.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"17.10.24,""17.10.24"",""17.10.24"",""SH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""JU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""FR"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""SH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""17.10.24"",""17.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""TI"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"17.10.24,""18.10.24"",""18.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""LU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""LU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""BE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""18.10.24"",""18.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""22.10.24"",""22.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"17.10.24,""22.10.24"",""22.10.24"",""AR"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"18.10.24,""18.10.24"",""18.10.24"",""VD"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"18.10.24,""18.10.24"",""18.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""JU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""TG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""18.10.24"",""18.10.24"",""AG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""22.10.24"",""22.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""22.10.24"",""22.10.24"",""NE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""22.10.24"",""22.10.24"",""NE"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-8"""
"18.10.24,""23.10.24"",""23.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""24.10.24"",""24.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"18.10.24,""28.10.24"",""28.10.24"",""BL"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"19.10.24,""21.10.24"",""21.10.24"",""BE"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"19.10.24,""22.10.24"",""22.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"19.10.24,""24.10.24"",""24.10.24"",""SG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"19.10.24,""24.10.24"",""24.10.24"",""SG"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""ZH"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""ZH"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""TG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""LU"",""Schaf"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""LU"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
"21.10.24,""21.10.24"",""21.10.24"",""AG"",""Rind"",""Blauzungenkrankheit (Bluetongue)"",""BTV-3"""
